Teacher Name,Month,Attendance (%),Feedback from Students (1-5),Questions Answered,Research Papers,Average Class Duration (minutes),Average Student Attendance per Class (%),Resource Sharing (1-5),Quiz Frequency,After Quiz Feedback (1-5),RandomNumber
Teacher_89,10,94,3.9,145,5,51,86,5,4,4.8,15.18292457
Teacher_90,10,88,3.8,91,5,54,75,5,1,4.4,89.47318269
Teacher_91,10,87,4.8,149,4,67,85,4.8,3,4.3,48.97291954
Teacher_92,10,92,4.7,130,5,49,79,3.6,3,4.1,9.534907318
Teacher_93,10,89,4.2,148,4,62,85,4.9,4,4.7,70.14835745
Teacher_94,10,94,3.7,114,3,53,75,4.4,1,3.8,8.526355633
Teacher_95,10,93,4.1,145,5,66,78,4.7,1,3.6,12.44950142
Teacher_96,10,92,4.4,120,4,72,78,4.1,3,4.9,91.96544909
Teacher_97,10,96,4.2,135,3,63,87,4,3,3.5,20.34615067
Teacher_98,10,87,4.7,129,5,61,78,4.2,1,5,88.58494392
Teacher_99,10,87,5,116,3,59,83,3.7,3,4.6,44.3873748
Teacher_100,10,94,3.8,127,6,59,80,4,2,4,34.72408126
Teacher_101,10,97,4.2,124,5,71,89,4.8,4,4.5,22.70083056
Teacher_102,10,87,4.1,117,6,63,76,3.6,2,4.7,15.35990816
Teacher_103,10,90,4,83,1,68,88,3.7,2,3.9,61.26954947
Teacher_104,10,95,3.8,144,1,55,80,3.7,2,4.7,13.88254339
Teacher_105,10,92,3.6,143,4,54,79,4.1,3,4.7,32.69983831
Teacher_106,10,90,4.8,128,2,52,75,5,3,3.9,97.73516335
Teacher_107,10,92,4.1,131,6,71,77,3.8,3,3.6,45.90879465
Teacher_108,10,85,4.2,90,6,66,75,3.7,3,3.8,70.21045738
Teacher_109,10,99,4.9,94,1,60,76,4.9,2,3.8,37.86517176
Teacher_110,10,94,4.7,93,6,68,78,4.8,3,3.6,97.34134682
Teacher_111,10,93,3.7,125,2,52,83,3.5,2,4.6,50.24489118
Teacher_112,10,96,4.3,149,3,45,82,4.6,1,4.1,29.8573847
Teacher_113,10,85,4.2,82,3,50,79,4.5,4,4.8,61.21143825
Teacher_114,10,87,4.7,138,2,70,81,4.7,3,3.9,23.51158951
Teacher_115,10,94,4.6,129,6,67,88,4.2,4,4.2,72.60939432
Teacher_116,10,91,4.5,99,6,63,78,5,2,4.5,53.14757711
Teacher_117,10,92,4,137,6,74,79,3.6,3,4.8,33.51333385
Teacher_118,10,88,4.7,120,4,61,84,3.9,1,4.3,80.60077389
Teacher_119,10,93,3.6,110,5,69,81,4.1,1,4.1,12.29840529
Teacher_120,10,89,3.7,83,2,50,79,4.2,1,4.8,96.59971509
Teacher_121,10,88,4,128,2,69,84,4.9,3,4,21.07451235
Teacher_122,10,95,3.6,83,2,47,80,4.3,4,3.6,72.49200641
Teacher_123,10,98,3.9,136,2,58,86,3.6,4,4.2,87.89065174
Teacher_124,10,94,4.7,112,2,67,87,4.1,2,4.7,75.51239711
Teacher_125,10,96,4.9,125,6,52,88,4.1,4,3.5,75.19910609
Teacher_126,10,94,4,123,4,45,78,4.9,1,4.4,10.01155929
Teacher_127,10,98,3.9,149,1,48,83,4.4,3,4.4,13.696622
Teacher_128,10,91,3.9,137,6,58,80,4.5,1,4.9,81.00700053
Teacher_129,10,89,3.9,109,6,70,87,4.6,4,3.9,81.36374812
Teacher_130,10,86,3.6,129,5,60,88,4.7,1,3.9,2.547800752
Teacher_131,10,93,4.9,84,1,49,88,4.5,4,4.2,66.20597476
Teacher_132,10,94,3.8,105,2,60,76,3.9,3,4,54.90947608
Teacher_133,10,90,4.1,117,1,52,82,4.8,4,4.6,11.12357508
Teacher_134,10,95,3.5,118,4,74,85,4.6,2,4.5,53.51943721
Teacher_135,10,86,4.8,131,3,63,75,4.6,4,4.6,58.06132342
Teacher_136,10,90,4.6,143,6,67,75,5,4,4.7,43.18221146
Teacher_137,10,87,4.9,120,1,56,78,4.7,2,4.9,57.79437425
Teacher_138,10,85,4.7,94,5,64,83,4.7,1,4.1,51.1276544
Teacher_139,10,99,4,110,4,72,85,4.9,3,5,36.23962145
Teacher_140,10,92,3.9,100,3,52,83,3.7,4,3.8,22.02711471
Teacher_141,10,91,4.5,125,4,70,79,4.2,1,4.6,22.94636887
Teacher_142,10,86,4,139,2,69,78,4.4,1,4.3,85.08381985
Teacher_143,10,91,4.3,140,3,48,82,4,3,4.7,21.11894856
Teacher_144,10,88,3.5,84,5,53,86,4.8,3,4.2,96.86505017
Teacher_145,10,85,3.6,133,3,61,86,4.6,1,4.7,85.21802024
Teacher_146,10,90,4.3,88,5,54,83,4.6,1,4.9,51.02012627
Teacher_147,10,95,4.3,83,2,74,77,5,1,4.6,28.2911347
Teacher_148,10,90,4.6,96,5,73,76,3.9,2,4.7,17.04052722
Teacher_149,10,95,3.7,112,4,54,77,4.6,4,3.6,17.05097181
Teacher_150,10,89,4.3,90,1,65,79,4.3,3,3.8,25.9977047
Teacher_151,10,88,3.8,96,4,52,89,4,1,5,41.3693685
Teacher_152,10,92,3.6,82,6,60,88,3.7,1,4.5,5.05780725
Teacher_153,10,94,4.1,138,4,46,80,4.8,4,4.3,97.32873993
Teacher_154,10,95,3.7,116,3,45,89,4.4,1,4.1,46.7294522
Teacher_155,10,97,3.8,98,2,66,76,4.7,1,3.6,93.9989085
Teacher_156,10,87,4,117,6,64,77,4.3,1,4.1,45.47461947
Teacher_157,10,85,3.9,88,6,45,88,3.8,1,4.2,36.37571215
Teacher_158,10,89,3.6,122,6,60,89,4,1,3.8,19.96206313
Teacher_159,10,95,3.6,100,1,69,87,4.1,2,3.8,31.07312627
Teacher_160,10,90,3.8,108,5,67,85,5,4,4.3,20.71685284
Teacher_161,10,91,3.6,119,3,55,79,3.5,1,4.4,1.626623245
Teacher_162,10,85,4.4,121,2,55,75,5,2,3.9,59.61060895
Teacher_163,10,92,3.9,136,1,71,80,5,3,4.4,18.0398832
Teacher_164,10,93,3.9,146,4,48,84,5,2,4.9,17.02637432
Teacher_165,10,86,4,120,2,56,76,4.2,2,4.2,4.498365872
Teacher_166,10,97,4.5,112,6,54,79,4.9,1,4.8,59.47668996
Teacher_167,10,94,4.8,134,2,64,75,4.1,3,4.9,69.51202098
Teacher_168,10,98,4.6,136,2,49,88,3.5,2,3.6,7.492234081
Teacher_169,10,99,4.6,125,4,65,83,3.8,4,3.6,38.05929936
Teacher_170,10,89,4.2,116,5,55,79,4.9,1,4.2,3.137071536
Teacher_171,10,86,4.5,148,3,72,78,3.5,2,4.4,89.97066466
Teacher_172,10,87,4.3,91,6,69,76,4.3,3,4.1,71.89010732
Teacher_173,10,92,3.8,135,5,68,87,3.6,4,4,22.68902756
Teacher_174,10,85,3.8,137,1,63,89,3.9,3,4.5,28.36131502
Teacher_175,10,90,3.9,92,6,54,75,3.6,4,3.5,43.47700091
Teacher_176,10,93,4.9,104,3,67,87,4.8,1,5,72.58113077
Teacher_177,10,93,4.3,116,1,53,89,4.4,4,3.8,14.76042931
Teacher_178,10,92,4.6,98,4,47,86,4.9,2,4.9,97.06599222
Teacher_179,10,85,4,91,5,45,76,4.5,4,3.7,39.18531751
Teacher_180,10,92,4.1,135,6,68,84,5,1,3.9,78.86432283
Teacher_181,10,95,3.7,87,2,50,86,4.3,4,3.9,37.05785337
Teacher_182,10,96,3.8,141,3,54,86,4.5,1,5,18.6964015
Teacher_183,10,95,4.7,138,6,52,77,4.4,3,3.5,70.47576821
Teacher_184,10,91,4.4,149,2,56,85,4.2,4,4.5,65.32795354
Teacher_185,10,92,4,85,6,57,78,4.8,4,4.8,80.79537173
Teacher_186,10,96,4.7,128,1,73,84,4.5,1,4.5,75.79366288
Teacher_187,10,85,3.9,142,2,46,85,4.7,4,4,38.4938995
Teacher_188,10,86,5,81,2,52,76,4.7,3,4.9,79.57932379
Teacher_189,10,97,4,98,6,50,77,3.8,3,4.8,50.53669522
Teacher_190,10,98,4,137,4,63,81,4.5,1,4.2,60.09126274
Teacher_191,10,97,4,144,4,74,86,3.8,3,4.4,69.16507274
Teacher_192,10,98,3.7,81,5,52,80,4.4,2,5,14.28269061
Teacher_193,10,93,3.7,100,1,71,81,4.5,1,5,87.20618898
Teacher_194,10,85,4.5,112,4,61,88,5,4,4.2,96.28000866
Teacher_195,10,85,4.8,96,6,49,83,3.5,4,4.8,96.0177544
Teacher_196,10,96,4.7,85,4,72,88,3.6,1,4,10.56359254
Teacher_197,10,91,3.7,115,5,46,75,3.6,4,4.1,96.80051876
Teacher_198,10,90,4.3,92,3,51,75,4.1,2,3.7,67.41811179
Teacher_199,10,98,3.7,82,5,52,81,4.7,2,3.8,9.769763043
Teacher_200,10,93,3.6,129,2,67,76,4.8,2,4.5,47.93995556
Teacher_201,10,90,4.5,80,2,52,86,4.6,1,4.3,13.80276973
Teacher_202,10,85,4.3,93,4,63,77,4.8,3,3.8,62.90232311
Teacher_203,10,91,3.6,144,4,73,77,4,1,4.1,31.88459644
Teacher_204,10,95,3.6,122,5,67,80,3.6,2,4.1,82.96917451
Teacher_205,10,96,5,80,5,65,86,3.6,2,5,17.49951119
Teacher_206,10,95,3.5,124,6,57,86,4.8,2,4.8,57.67696697
Teacher_207,10,94,4.2,80,1,57,77,4.6,4,4.1,34.55141597
Teacher_208,10,94,4.3,83,6,58,78,4.5,4,4.9,64.54358524
Teacher_209,10,96,3.7,121,2,71,86,4,1,4,2.858519918
Teacher_210,10,94,3.8,85,6,48,79,4.1,4,4.5,52.19676864
Teacher_211,10,98,4,141,5,60,82,4.9,4,4.9,52.54038985
Teacher_212,10,88,4.6,130,6,64,77,3.6,2,4.1,97.59427566
Teacher_213,10,86,4.3,140,3,47,76,4.7,3,4.5,37.68707672
Teacher_214,10,96,4.5,94,1,59,86,4,1,3.9,11.0510667
Teacher_215,10,98,5,89,5,65,85,3.6,2,3.9,26.5646345
Teacher_216,10,93,4.7,116,4,55,85,4.6,1,4.4,82.26052921
Teacher_217,10,91,4.2,145,6,73,80,4,3,5,13.57983988
Teacher_218,10,85,4.2,148,5,73,78,4.6,4,4.2,38.16941115
Teacher_219,10,90,4.4,110,4,70,84,4.6,3,4.9,5.927365977
Teacher_220,10,95,4.5,109,4,60,83,4.3,2,4.9,13.54444919
Teacher_221,10,96,4.3,92,2,54,81,4.7,2,3.9,79.5427617
Teacher_222,10,95,4.5,145,2,72,86,4.4,1,4.1,81.83192827
Teacher_223,10,85,3.5,91,5,64,80,3.9,2,4.5,72.13012114
Teacher_224,10,96,4.1,128,5,51,76,4.6,2,4.3,60.46781524
Teacher_225,10,97,3.9,146,3,56,76,4.4,4,3.6,61.50006163
Teacher_226,10,91,3.7,131,1,55,85,3.5,2,5,93.48610389
Teacher_227,10,91,3.6,83,1,74,77,4.9,4,4.6,86.87664425
Teacher_228,10,94,4.4,94,5,61,76,4.3,2,4.2,77.34976388
Teacher_229,10,96,4.3,87,2,66,85,4.8,4,4.4,24.4747629
Teacher_230,10,89,3.9,138,6,50,82,4.8,3,3.6,52.2917713
Teacher_231,10,93,4.2,141,3,71,76,4.2,2,4.2,45.91546194
Teacher_232,10,98,4.2,134,1,59,86,4.3,4,4.9,43.33010565
Teacher_233,10,95,3.8,115,5,60,81,4.1,4,4.8,95.41604989
Teacher_234,10,91,4.5,116,2,51,78,4.2,1,4,62.97179704
Teacher_235,10,90,4.7,106,2,50,80,4.8,1,4.3,26.44295494
Teacher_236,10,89,4.7,134,2,67,77,4.7,4,4.5,63.74318362
Teacher_237,10,86,4.4,142,6,69,88,3.7,2,4,35.90139785
Teacher_238,10,95,4.3,104,4,45,89,4.4,1,3.6,83.40998316
Teacher_239,10,88,3.6,80,6,51,86,5,1,4.3,24.96905579
Teacher_240,10,88,3.9,102,2,60,86,4.4,3,4.4,15.90824861
Teacher_241,10,98,3.6,103,5,74,75,4.7,1,3.5,66.94911039
Teacher_242,10,96,4.9,123,3,49,83,4.7,1,3.6,12.72534443
Teacher_243,10,92,3.7,137,6,56,88,4,1,3.8,60.95089644
Teacher_244,10,99,3.7,88,5,61,79,4.1,4,4,33.80833457
Teacher_245,10,99,4.8,136,2,55,78,4.6,4,4.3,68.0749562
Teacher_246,10,89,4.9,82,3,50,78,4.2,4,3.9,13.5899429
Teacher_247,10,88,4.6,143,1,63,81,4.4,1,3.9,66.60659637
Teacher_248,10,91,3.5,92,1,70,85,4.6,1,4.8,19.03893138
Teacher_249,10,98,3.5,123,5,72,82,4.7,4,3.7,11.50355666
Teacher_250,10,94,4.1,80,3,48,89,3.9,2,4.2,21.25889014
Teacher_251,10,88,3.7,89,5,70,85,3.7,4,4.9,56.32395318
Teacher_252,10,87,3.5,120,3,62,76,3.9,1,4.4,91.35633536
Teacher_253,10,86,4.2,122,3,71,77,4.3,3,4.6,15.40169738
Teacher_254,10,96,4.9,81,5,73,86,4,3,4.1,80.35408924
Teacher_255,10,87,4,80,3,54,78,4.4,1,3.5,83.1611895
Teacher_256,10,97,4.5,80,6,70,83,3.6,3,4.5,74.34728405
Teacher_257,10,96,4.5,121,2,54,89,4.3,3,4.4,70.64046518
Teacher_258,10,88,3.9,138,3,61,88,4.1,1,3.7,20.18224596
Teacher_259,10,92,4.5,148,6,74,82,4.3,1,4.2,12.10145991
Teacher_260,10,91,3.8,81,3,57,87,4.1,1,4.9,45.54711191
Teacher_261,10,87,3.7,122,6,71,84,3.9,3,3.8,37.02542721
Teacher_262,10,99,4.6,103,5,47,81,4.9,1,4.2,37.40968961
Teacher_263,10,97,3.7,125,1,68,79,3.8,2,4.2,15.84196441
Teacher_264,10,93,5,133,4,70,76,4.5,3,4.7,22.2352837
Teacher_265,10,94,3.8,98,3,74,76,4.9,1,4.7,70.74907854
Teacher_266,10,90,4.4,96,4,49,81,4.3,4,4.6,59.44179859
Teacher_267,10,92,4.1,109,3,61,80,4.8,1,4,86.61081937
Teacher_268,10,99,3.7,112,5,50,78,3.7,4,3.6,81.03929917
Teacher_269,10,96,3.5,133,5,45,85,4.2,2,4,52.08868293
Teacher_270,10,95,4.4,124,6,73,84,4.2,3,4.5,67.06992915
Teacher_271,10,93,4.7,148,3,74,87,3.5,2,4.6,94.51241087
Teacher_272,10,85,4.8,97,5,56,88,4.2,1,4.9,15.02603049
Teacher_273,10,99,4.2,140,5,61,81,4.1,1,4.2,83.29685694
Teacher_274,10,91,4.7,120,3,63,89,4.5,3,4.4,30.09184101
Teacher_275,10,90,4.5,136,6,46,81,4.9,1,4.3,75.21820262
Teacher_276,10,94,4.6,149,6,73,77,3.6,3,3.7,15.95970863
Teacher_277,10,96,4.2,107,6,46,78,4,3,4.2,32.38253545
Teacher_278,10,96,4.5,97,6,51,77,4.2,1,4.3,81.09228085
Teacher_279,10,97,4.7,105,1,72,77,4.2,3,4.9,81.43401439
Teacher_280,10,94,4.1,110,3,46,78,4.7,3,4,55.02060225
Teacher_281,10,90,4.7,100,1,74,77,4.2,3,5,96.20496428
Teacher_282,10,85,4.4,98,5,54,84,3.5,4,4.3,76.65104163
Teacher_283,10,92,3.7,106,1,70,78,4.6,2,3.9,27.29533626
Teacher_284,10,95,3.5,139,6,63,89,4.8,1,3.8,73.81728021
Teacher_285,10,98,4,131,5,53,80,4.3,2,3.7,14.81031927
Teacher_286,10,93,4.3,112,1,69,86,4.4,4,4.2,50.73767529
Teacher_287,10,93,4.8,87,1,74,80,3.7,4,3.5,91.47936407
Teacher_288,10,86,3.7,120,3,48,80,3.8,2,4.2,19.49812947
Teacher_289,10,86,4.7,143,1,60,77,3.9,3,5,57.63190433
Teacher_290,10,88,4.8,108,5,47,79,4.1,1,4.5,10.72807035
Teacher_291,10,98,3.7,102,6,51,87,4.9,4,4.6,75.82296729
Teacher_292,10,98,4.8,122,3,73,80,4.3,4,3.7,36.04637855
Teacher_293,10,93,5,98,1,52,76,3.8,3,4.2,44.02707985
Teacher_294,10,86,4.6,108,3,58,89,3.9,4,3.9,55.83707905
Teacher_295,10,85,4.7,144,4,64,86,4.1,2,4.8,11.82676691
Teacher_296,10,93,5,147,3,62,79,4.4,4,3.8,8.962918534
Teacher_297,10,88,4.4,149,6,57,81,4.2,1,4.2,98.69778441
Teacher_298,10,95,4,117,4,53,81,4.1,1,4.4,82.44295247
Teacher_299,10,96,4.8,98,4,54,84,4.3,3,4.3,48.49083507
Teacher_300,10,91,4.4,140,3,65,75,3.9,2,4.7,39.23974473
Teacher_301,10,92,4.4,140,5,54,76,3.6,2,3.8,1.141341452
Teacher_302,10,90,3.9,101,6,48,76,3.5,3,4.1,92.45398094
Teacher_303,10,98,4.6,84,5,63,80,3.9,2,4.7,27.97113595
Teacher_304,10,98,3.6,126,6,49,85,3.6,4,4.3,74.31813934
Teacher_305,10,92,4.9,83,6,57,87,4,3,4.1,93.9952097
Teacher_306,10,98,4,126,5,56,78,4.7,4,3.5,7.662922324
Teacher_307,10,99,3.7,138,2,52,87,4.6,2,4.6,85.20745017
Teacher_308,10,95,4.2,123,4,74,88,4.4,2,5,66.43972685
Teacher_309,10,88,3.6,143,3,68,76,4.8,1,4.4,82.10654434
Teacher_310,10,90,4.5,97,5,72,81,3.9,3,4.8,60.03693711
Teacher_311,10,89,4.9,134,5,45,86,4.8,3,4.3,59.16706959
Teacher_312,10,98,4.8,120,3,68,80,4.1,1,3.8,1.192102031
Teacher_313,10,98,3.7,96,4,57,83,4.1,1,3.5,50.25809531
Teacher_314,10,92,3.7,94,3,62,85,4.1,2,4.5,56.77787185
Teacher_315,10,94,4.7,90,6,60,82,3.6,1,4.2,88.68581722
Teacher_316,10,95,4.9,99,2,62,80,5,2,4.7,81.65343355
Teacher_317,10,90,4.2,98,6,65,77,3.7,4,4.5,16.39256175
Teacher_318,10,94,4.2,124,2,73,83,4,1,5,21.36448858
Teacher_319,10,94,4,82,3,63,77,4,4,4.3,72.59522281
Teacher_320,10,85,4.8,105,6,53,75,3.6,1,4.1,63.39618793
Teacher_321,10,92,4.5,106,4,51,78,3.7,4,3.9,85.16269631
Teacher_322,10,86,3.9,120,6,48,88,3.6,1,4.2,53.43934977
Teacher_323,10,86,3.9,109,5,65,81,3.9,4,4.8,1.491012629
Teacher_324,10,96,4.8,81,2,69,86,4.8,2,3.6,66.55195153
Teacher_325,10,88,3.5,99,2,46,86,4,4,5,13.2058492
Teacher_326,10,98,4,106,4,49,86,3.7,2,5,50.46291448
Teacher_327,10,92,4.3,144,2,66,87,4.5,3,4.4,13.19717034
Teacher_328,10,91,3.7,84,2,50,77,5,4,4,72.07473219
Teacher_329,10,92,3.6,128,4,72,86,3.8,4,3.8,52.20734474
Teacher_330,10,99,4.7,121,6,73,88,3.9,4,3.9,84.71365635
Teacher_331,10,97,4.8,85,3,53,89,5,2,3.6,32.71114161
Teacher_332,10,89,4.7,136,6,67,82,3.8,2,4.2,92.93550538
Teacher_333,10,95,4.8,118,5,63,78,4.3,1,3.6,11.82635145
Teacher_334,10,88,4.3,109,5,57,82,3.9,1,4.6,76.25255759
Teacher_335,10,88,4.7,147,2,71,84,4.9,4,4.1,34.39555813
Teacher_336,10,93,4.1,142,5,72,79,5,1,3.8,15.76646344
Teacher_337,10,96,4.5,113,3,51,85,4.7,1,4.3,25.24958247
Teacher_338,10,89,5,98,2,53,80,4,2,5,93.60112947
Teacher_339,10,99,3.8,80,5,55,76,4.1,2,4.5,73.98724821
Teacher_340,10,99,4.1,140,1,64,86,3.9,3,4.2,97.25901068
Teacher_341,10,99,4.2,85,1,68,77,4.8,1,4.7,90.68100826
Teacher_342,10,88,3.7,135,1,73,84,4.9,2,4.6,23.13165554
Teacher_343,10,98,3.6,133,1,48,79,4.1,2,4.8,10.35537697
Teacher_344,10,86,4.7,132,6,49,83,4.5,4,3.8,88.52847462
Teacher_345,10,90,5,94,1,66,86,3.7,4,4.8,21.7376265
Teacher_346,10,88,4.1,112,2,61,83,4.2,2,4,44.72006286
Teacher_347,10,98,3.6,138,4,73,75,4.4,2,4.9,86.55834399
Teacher_348,10,93,3.6,135,6,58,84,4.1,2,3.9,23.59541005
Teacher_349,10,89,4.8,121,4,64,89,4,1,4.9,17.29170775
Teacher_350,10,95,4.2,129,2,67,82,3.5,4,4.9,31.03700375
Teacher_351,10,92,4,110,2,57,78,4.7,4,3.7,14.18054171
Teacher_352,10,98,4.2,131,3,70,82,4.8,1,5,37.70495601
Teacher_353,10,88,4,121,6,58,84,5,4,3.6,52.67779832
Teacher_354,10,85,4.2,85,4,61,79,4.6,3,3.8,5.947704256
Teacher_355,10,98,4.8,149,1,55,87,4.3,1,4.2,0.022550085
Teacher_356,10,90,4.4,130,2,56,84,3.9,1,5,33.44133387
Teacher_357,10,96,4.5,124,1,55,87,5,4,4.2,12.10368378
Teacher_358,10,92,4,98,4,73,85,4.4,3,4.3,90.78527323
Teacher_359,10,95,4.6,93,6,52,89,4.5,4,4.5,84.56695437
Teacher_360,10,98,4.5,126,5,47,80,4.5,1,5,21.89434953
Teacher_361,10,98,3.7,119,5,46,78,4.8,3,4.7,19.52897815
Teacher_362,10,94,4.4,107,2,45,77,3.5,2,3.8,85.33476132
Teacher_363,10,89,3.9,93,3,69,89,3.8,1,4,77.99247347
Teacher_364,10,97,4.7,95,1,66,88,4.5,2,3.6,83.94433257
Teacher_365,10,89,4.1,123,2,74,88,4.8,4,4.5,85.63839545
Teacher_366,10,93,5,88,3,60,81,4.5,1,3.8,15.93006888
Teacher_367,10,86,3.6,147,1,54,83,4.1,2,3.9,10.25345066
Teacher_368,10,92,4.7,139,4,65,88,4,2,4.8,86.2791778
Teacher_369,10,97,4.5,100,5,74,79,4.6,2,4,3.723384215
Teacher_370,10,93,4.7,110,3,71,86,4.6,2,4.3,79.33924945
Teacher_371,10,87,4,140,1,51,81,4.4,2,4.1,58.58719697
Teacher_372,10,97,4.2,131,2,51,84,3.9,3,3.6,73.50075398
Teacher_373,10,93,4.7,94,1,45,75,4.9,3,4,5.103732474
Teacher_374,10,89,3.8,121,2,54,88,4.3,3,4.1,2.667345569
Teacher_375,10,93,3.8,88,5,71,86,4.7,1,4.8,75.19569003
Teacher_376,10,92,4.3,126,5,64,80,3.8,3,4,31.24896482
Teacher_377,10,99,4.3,96,1,72,84,4,4,4.1,94.90089576
Teacher_378,10,95,3.9,94,1,64,78,4.8,2,4.7,74.8802542
Teacher_379,10,90,3.9,105,2,60,86,3.6,1,4.6,27.03730933
Teacher_380,10,87,3.9,113,2,71,79,4.3,1,4.7,21.68882407
Teacher_381,10,86,4.7,103,3,63,87,4.2,1,4.9,8.491616744
Teacher_382,10,94,4.5,137,3,47,82,4.6,4,4.7,77.8351412
Teacher_383,10,97,4.7,138,3,66,79,3.9,4,4.1,39.07192032
Teacher_384,10,85,5,89,1,56,80,3.8,1,4.7,50.79310547
Teacher_385,10,97,4.2,98,6,51,84,4.9,2,4.3,41.80838915
Teacher_386,10,88,3.6,101,6,49,87,4.4,4,3.9,22.77257156
Teacher_387,10,88,3.6,116,6,52,77,3.7,1,4,32.87051892
Teacher_388,10,87,3.9,110,6,73,80,3.8,1,3.8,68.8138764
Teacher_389,10,99,4.9,99,3,67,84,5,2,3.7,36.74280915
Teacher_390,10,95,4.3,143,1,59,87,3.8,4,3.8,4.199616345
Teacher_391,10,85,3.9,146,6,48,86,4.4,2,3.6,13.73639387
Teacher_392,10,90,4.1,100,5,54,76,4.1,3,4.8,55.20468227
Teacher_393,10,85,4.4,132,4,59,80,4.8,4,4.9,62.18004266
Teacher_394,10,91,4.5,126,5,48,76,4.6,1,4.4,73.04414851
Teacher_395,10,92,3.7,145,1,70,75,4.4,2,4.8,77.3141152
Teacher_396,10,91,5,124,1,57,82,3.5,2,3.8,65.82257584
Teacher_397,10,96,4.3,103,4,53,77,4.8,2,4.9,98.23303681
Teacher_398,10,86,3.7,117,2,58,84,4.2,3,4.3,97.98068484
Teacher_399,10,89,4.8,84,2,67,85,4.9,2,3.6,70.70626076
Teacher_400,10,88,3.6,88,2,54,88,4.2,4,3.7,3.2245439
Teacher_401,10,99,4.9,142,3,54,84,4.5,2,4,75.53590111
Teacher_402,10,97,5,112,2,74,75,3.6,2,3.6,40.32508229
Teacher_403,10,96,4.6,135,3,52,80,4.6,2,4,99.02346848
Teacher_404,10,92,4.7,127,3,65,80,4,1,3.6,90.03755933
Teacher_405,10,85,4,85,2,63,87,4,1,3.9,34.7772886
Teacher_406,10,90,4.9,93,2,66,78,3.7,1,3.9,89.59184514
Teacher_407,10,88,4.3,87,4,64,83,3.7,3,5,21.70110818
Teacher_408,10,99,4.6,84,6,59,82,3.8,4,3.9,71.01333638
Teacher_409,10,86,4.9,129,4,61,89,4,4,3.9,7.277114132
Teacher_410,10,94,5,109,3,58,78,4.8,4,4.5,42.14912526
Teacher_411,10,90,4.7,129,4,60,76,4.1,4,4.8,23.50318617
Teacher_412,10,95,4,96,3,47,81,4.6,4,4.1,50.59306645
Teacher_413,10,92,4.9,148,1,66,86,3.6,3,4.8,16.74141059
Teacher_414,10,93,4.4,130,3,46,86,4.4,1,4,5.314477643
Teacher_415,10,92,4.9,105,3,51,81,4.2,1,3.8,2.493206533
Teacher_416,10,87,4.5,109,4,58,77,5,1,4,23.0998172
Teacher_417,10,86,4,105,6,50,86,4.8,2,4.4,33.22367183
Teacher_418,10,88,4.1,125,1,53,79,4.2,1,4.1,35.31635961
Teacher_419,10,97,4.3,142,5,68,79,4.7,3,4.5,26.52268144
Teacher_420,10,96,4.7,124,5,59,80,3.8,1,3.9,96.34128781
Teacher_421,10,96,4,89,6,62,79,4.3,1,4.6,8.190313839
Teacher_422,10,89,4.4,102,5,68,83,3.6,4,4,17.67150183
Teacher_423,10,94,4,146,1,57,86,4,1,4.2,27.44485654
Teacher_424,10,95,4.7,118,2,50,82,3.8,1,4.3,89.88334252
Teacher_425,10,85,4.2,84,1,57,87,4.6,2,4.5,93.65400056
Teacher_426,10,93,3.6,108,4,55,84,4.2,1,3.9,95.957556
Teacher_427,10,93,3.7,113,3,61,79,4.6,1,4.8,22.30871659
Teacher_428,10,95,3.6,97,3,63,87,4.3,3,4.6,35.85776656
Teacher_429,10,87,4.2,141,4,63,82,3.6,3,3.9,92.64568175
Teacher_430,10,94,3.7,144,4,68,87,4.6,1,5,37.50284376
Teacher_431,10,96,3.7,83,3,63,75,4.7,1,4.5,75.3131459
Teacher_432,10,94,4.9,125,6,71,89,4.9,3,4.2,50.26723869
Teacher_433,10,96,4.8,130,2,66,87,4.4,1,3.7,30.3224462
Teacher_434,10,99,4.2,115,2,52,79,4.6,2,4.3,49.53522731
Teacher_435,10,95,5,107,2,47,89,4.6,2,3.7,53.88103152
Teacher_436,10,98,3.5,114,4,72,77,3.7,2,4.1,25.54669267
Teacher_437,10,99,4.4,108,3,48,76,3.7,4,4.1,7.528618744
Teacher_438,10,85,4.4,84,6,70,82,3.6,3,4.6,9.327573409
Teacher_439,10,96,4.2,127,3,58,81,4,4,3.8,8.712676799
Teacher_440,10,91,4.1,135,3,45,88,4.2,3,4.7,24.43140888
Teacher_441,10,97,4.2,115,6,51,80,5,3,4,80.62826285
Teacher_442,10,92,4.1,147,1,63,87,4.1,1,4.2,52.76381419
Teacher_443,10,86,4.6,87,6,66,81,4.6,2,4.7,51.76639038
Teacher_444,10,94,3.7,129,1,52,87,4.5,3,4.4,83.51405128
Teacher_445,10,90,3.8,149,5,52,78,3.8,1,4,1.034886971
Teacher_446,10,90,3.8,95,1,73,83,3.6,2,4.1,99.97185826
Teacher_447,10,88,3.9,121,2,60,83,4.3,1,4,9.359170146
Teacher_448,10,86,4.3,111,2,69,89,4.6,1,4.4,37.84217813
Teacher_449,10,94,3.7,106,6,70,89,5,2,4,94.81776281
Teacher_450,10,94,4.8,102,2,68,81,4,3,4.6,84.08561167
Teacher_451,10,92,3.9,133,2,51,80,4.8,1,4.4,26.50109212
